code,category,name,uri1,uri2,uri3,uri4,uri5,eiri1,eiri2,eiri3,eiri4,eiri5,kei1,kei2,kei3,kei4,kei5,uri2_1,uri2_2,uri2_3,uri2_4,uri2_5,eiri2_1,eiri2_2,eiri2_3,eiri2_4,eiri2_5,kei2_1,kei2_2,kei2_3,kei2_4,kei2_5,dividend
8160,飲食店,木曽路,"45,086","43,924","31,067","36,778","45,930","2,573","1,426","－4,219","－3,541",－581,"2,564","1,446","－3,567","1,820",－515,"20,074","13,359","14,845","20,042","23,865",－476,"－3,314","－3,307","－1,697",－396,－454,"－2,940",－252,"－1,677",－380,8.0
8163,飲食店,ＳＲＳホールディングス,"44,512","44,643","43,707","42,885","54,505","1,019",186,"－3,802","－4,635",－606,976,246,"－2,067","2,669",－669,"22,487","20,490","19,114","25,920","29,203",441,"－2,902","－2,588",－722,969,542,"－2,817","2,832",－762,967,5.0
8165,通信販売,千趣会,"113,344","89,150","83,286","73,149","58,915","－4,063",772,－389,349,"－8,139","－4,277","1,418","－3,800",520,"－7,889","43,888","42,226","37,905","28,389","26,635",559,－563,473,"－3,908","－3,157","1,120","－2,898",499,"－3,749","－3,268",4.0
8166,衣料品・服飾品小売,タカキュー,"24,997","22,380","14,601","12,139","11,975","－1,623",－431,"－3,400","－2,153",－785,"－1,385",－219,"－3,107","－1,919",－706,"10,940","6,389","5,458","5,716","4,970",－279,"－2,031","－1,279",－724,－98,－163,"－1,857","－1,122",－673,－55,2.0
8167,総合小売・食料品小売,リテールパートナーズ,"229,066","228,814","241,844","239,519","234,793","4,940","4,466","8,384","5,372","5,283","5,574","5,216","9,279","6,215","6,181","115,057","124,044","121,186","117,271","124,825","2,019","4,979","2,775","2,240","3,377","2,398","5,489","3,207","2,694","3,860",12.0
8168,専門店・ドラッグストア,ケーヨー,"114,838","107,628","113,411","102,076","95,592","－1,560",524,"4,889","5,136","5,241",－753,"1,219","5,602","5,493","5,520","55,555","61,611","54,492","50,700","48,180",276,"4,229","3,505","3,337","2,716",650,"4,576","3,731","3,521","2,872",7.25
8173,家電小売,上新電機,"403,832","415,643","449,121","409,508","408,460","10,987","8,979","16,550","8,884","8,311","11,003","8,900","16,555","9,701","8,317","216,865","226,698","200,822","197,918","197,483","6,269","7,330","5,305","4,104","4,586","6,219","7,284","6,073","4,119","4,549",75.0
8174,電力・ガス,日本瓦斯,"122,577","132,496","143,490","162,552","207,890","8,927","11,519","13,627","12,786","15,215","7,375","10,682","14,062","12,930","15,401","59,294","61,489","65,410","85,115","86,821","3,210","3,745","2,322","2,737","4,983","2,917","3,925","2,342","2,800","5,126",37.5
8179,飲食店,ロイヤルホールディングス,"137,701","140,578","84,304","83,975","104,015","5,709","4,648","－19,269","－7,366","2,192","5,765","4,639","－19,855","－4,498","2,156","68,381","40,501","38,668","47,386","64,568","1,692","－11,659","－5,275",－739,"2,520","1,666","－12,447","－5,082",－440,"2,036",15.0
8181,飲食店,東天紅,"6,954","6,777","1,611","1,997","3,704",17,－52,"－1,672","－1,047",－606,28,－57,"－1,411",－202,－467,"3,267",652,776,"1,537","2,223",－101,－980,－485,－451,120,－102,－963,15,－329,104,10.0
8182,総合小売・食料品小売,いなげや,"251,655","255,443","265,917","251,417","248,546","2,279","2,329","6,982","3,525","1,899","2,583","2,622","7,290","3,880","2,184","126,226","136,821","129,037","123,157","129,199",－199,"4,635","2,068",230,"1,292",－63,"4,763","2,220",343,"1,400",7.5
8185,衣料品・服飾品小売,チヨダ,"118,568","113,530","94,227","88,651","92,119","1,669","－1,231","－4,475","－4,387","－2,234","2,266",－669,"－4,173","－3,822","－1,942","59,834","47,924","44,628","46,268","48,089",282,"－1,596","－1,665",－832,927,554,"－1,524","－1,437",－714,"1,070",14.0
8194,総合小売・食料品小売,ライフコーポレーション,"698,693","714,684","759,146","768,335","765,426","12,285","13,879","27,388","22,932","19,148","12,831","14,558","28,156","23,695","20,015","353,363","386,738","387,093","377,563","400,148","5,563","16,914","15,251","8,914","12,410","5,968","17,335","15,603","9,331","12,851",40.0
8200,飲食店,リンガーハット,"46,928","47,279","34,049","33,920","37,734","2,394","1,554","－5,403","－1,464",－292,"2,310","1,460","－5,561","1,966",263,"23,757","16,141","16,227","17,981","19,631","1,115","－3,594",－959,－552,125,"1,052","－3,741",666,18,144,5.0
8203,専門店・ドラッグストア,ミスターマックス・ホールディングス,"118,744","122,319","131,789","124,831","126,904","2,746","2,450","6,011","4,487","4,632","2,705","2,238","5,748","4,346","4,523","60,793","68,562","63,108","63,952","65,524","1,364","3,694","2,609","2,771","1,899","1,245","3,641","2,559","2,707","1,851",27.0
8207,飲食店,テンアライド,"15,271","14,567","5,951","4,823","9,489",226,－307,"－4,650","－3,132","－1,328",242,－285,"－4,597",－290,－864,"7,573","2,709","1,464","4,360","5,451",41,"－2,639","－2,066",－918,－10,47,"－2,595","－1,216",－451,－3,4.0
8214,衣料品・服飾品小売,ＡＯＫＩホールディングス,"195,054","180,220","143,169","154,916","176,170","13,491","6,649","－5,793","5,443","10,235","11,890","5,501","－6,606","4,360","8,430","82,795","55,952","62,382","75,595","81,055",377,"－11,885","－3,094","2,021","3,798",－496,"－12,397","－3,436","1,681","3,557",13.0
8217,総合小売・食料品小売,オークワ,"265,116","265,398","279,217","266,532","246,877","2,840","3,448","7,845","5,233","2,927","3,038","3,755","8,015","5,463","3,148","130,606","140,102","133,002","120,653","121,520",739,"4,217","2,470","1,026",706,894,"4,341","2,610","1,179",819,13.0
8218,専門店・ドラッグストア,コメリ,"346,863","348,573","385,700","376,094","379,401","18,123","18,469","30,326","27,825","26,053","18,237","18,625","30,369","28,248","25,812","186,047","205,464","196,943","197,888","194,277","12,779","20,731","17,743","17,076","13,827","12,911","20,886","17,866","16,508","13,817",26.0
8219,衣料品・服飾品小売,青山商事,"250,300","217,696","161,404","165,961","183,506","14,629",818,"－14,404","2,181","7,110","15,611","1,530","－11,436","5,150","8,734","101,882","61,065","67,131","77,809","83,013","－1,557","－13,851","－7,059","－1,775","1,399","－1,158","－12,906","－6,224",－438,"1,797",26.0
8227,衣料品・服飾品小売,しまむら,"546,944","522,894","543,560","584,771","617,519","25,451","22,985","38,026","49,420","53,302","26,245","23,855","39,404","50,567","54,383","264,859","254,719","285,133","302,050","317,549","14,355","15,976","25,342","28,919","30,173","14,593","16,371","25,835","29,680","30,725",130.0
8230,生活関連サービス,はせがわ,"19,010","17,917","17,838","19,792","21,608",314,－957,"1,078","1,304","1,769",236,－951,"1,087","1,233","1,773","10,196","8,498","10,179","11,497","11,497",15,324,738,"1,265","1,038",4,363,727,"1,277","1,054",7.5
8233,総合小売・食料品小売,高島屋,"912,848","919,094","680,899","761,124","443,443","26,661","25,582","－13,496","4,110","32,519","31,234","23,200","－13,637","6,903","34,520","453,144","297,352","347,189","209,012","221,175","13,424","－10,217","－2,014","12,812","20,810","12,659","－10,914",－559,"14,597","22,181",14.0
8237,総合小売・食料品小売,松屋,"92,530","89,859","52,730","65,039","34,400","1,842",963,"－3,904","－2,280",347,"1,826",995,"－3,957","－2,107",261,"44,830","20,584","28,822","15,500","19,517",389,"－2,237","－1,792",－845,887,422,"－2,283","－1,642",－764,900,2.5
8242,総合小売・食料品小売,エイチ・ツー・オーリテイリング,"926,872","897,289","739,198","518,447","628,089","20,422","11,171","－4,438",740,"11,388","21,376","11,831","－2,907","2,346","13,004","450,710","335,614","237,020","304,425","318,543","6,320","－4,405","－5,148","1,114","9,897","6,574","－4,400","－4,189","2,835","10,664",12.5
8244,総合小売・食料品小売,近鉄百貨店,"282,700","283,466","218,351","98,146","107,848","5,884","4,529","－2,020","－1,399","1,566","5,478","4,479","－1,293",－572,"1,945","139,298","98,747","47,285","51,360","55,981","2,147","－2,188","－1,435",－127,"1,505","2,071","－1,951",－976,175,"1,397",10.0
8252,総合小売・食料品小売,丸井グループ,"251,415","247,582","206,156","209,323","217,854","41,184","41,944","15,223","36,784","38,771","39,786","40,415","14,520","35,547","36,364","125,489","102,404","104,503","108,949","112,148","22,570","20,717","21,132","22,415","18,688","21,930","20,897","20,612","21,557","17,551",50.0
8253,消費者・事業者金融,クレディセゾン,"304,855","311,410","282,625","299,017","322,638",-,-,-,-,-,"45,763","27,458","50,915","49,936","61,044","159,285","140,355","149,211","157,310","175,117",-,-,-,-,-,"25,159","29,315","33,252","39,965","59,372",70.0
8255,総合小売・食料品小売,アクシアルリテイリング,"235,347","240,898","256,351","246,450","254,966","9,523","9,467","12,114","10,310","10,443","9,698","9,708","12,569","10,615","10,940","118,664","129,073","122,638","125,719","132,603","4,566","7,152","5,721","5,212","6,206","4,696","7,469","5,939","5,444","6,331",30.0
8260,総合小売・食料品小売,井筒屋,"78,955","66,145","50,534","53,144","22,573","1,368","1,302",12,"1,007","1,177",795,"1,030",－165,"1,047","1,075","33,196","23,256","25,100","11,164","10,905",551,－403,293,707,477,501,－457,342,646,463,5.0
8267,総合小売・食料品小売,イオン,"8,518,215","8,604,207","8,603,910","8,715,957","9,116,823","212,256","215,530","150,586","174,312","209,783","215,117","205,828","138,801","167,068","203,665","4,290,215","4,270,532","4,344,919","4,487,184","4,711,335","86,326","33,902","77,765","95,877","117,623","79,767","27,976","77,931","95,321","111,906",18.0
8273,総合小売・食料品小売,イズミ,"732,136","744,349","679,778","676,800","460,140","35,273","31,888","35,781","34,717","33,644","35,099","31,979","36,078","34,696","34,396","369,814","326,353","331,844","224,061","233,320","14,163","16,457","15,970","15,694","15,518","14,164","16,641","16,214","15,907","15,812",44.0
8275,建材・電気機械・金属卸,フォーバル,"57,520","49,731","49,788","51,535","59,538","3,221","3,229","2,616","2,685","2,443","3,308","3,324","2,483","2,855","2,717","24,802","23,455","23,424","27,526","30,576","1,540","1,024",965,581,"1,498","1,610",913,"1,021",768,"1,656",27.0
8276,総合小売・食料品小売,平和堂,"437,636","433,641","439,326","439,740","415,675","13,550","10,463","14,037","15,362","11,279","14,515","11,380","15,053","16,952","13,069","213,328","212,347","215,961","203,210","207,960","5,547","5,811","7,054","4,825","6,386","5,858","6,425","7,659","5,567","6,916",19.0
8278,総合小売・食料品小売,フジ,"312,389","313,463","315,383","320,867","784,967","7,167","6,496","5,980","7,375","11,320","8,637","8,264","8,012","9,945","13,359","157,098","154,390","158,125","386,171","398,843","3,454","2,578","3,305","5,108","6,053","4,203","3,569","4,663","6,039","6,963",15.0
8279,総合小売・食料品小売,ヤオコー,"435,085","460,476","507,862","536,025","564,487","17,900","19,882","22,458","24,081","26,235","17,488","19,629","22,211","23,290","25,597","225,293","258,456","269,426","279,856","304,957","10,868","15,827","17,250","15,965","19,447","10,787","15,744","17,000","15,730","19,358",42.5
8281,専門店・ドラッグストア,ゼビオホールディングス,"231,629","225,312","202,438","223,282","239,293","5,766","5,247","2,767","4,999","8,327","6,725","5,842","4,342","7,851","9,242","117,505","90,952","107,146","118,028","120,052","4,126",213,"2,102","4,041","2,968","4,376",485,"3,234","5,010","3,669",15.0
8282,家電小売,ケーズホールディングス,"689,125","708,222","792,542","747,219","737,320","32,722","32,989","51,737","41,755","30,129","38,539","37,040","56,747","46,545","35,266","377,054","405,272","375,174","369,484","362,752","22,476","31,676","21,947","16,012","10,818","24,561","34,032","24,302","18,740","12,794",22.0
8283,生活関連用品卸,ＰＡＬＴＡＣ,"1,015,253","1,046,412","1,033,275","1,045,735","1,104,152","25,399","24,708","25,487","25,921","24,472","28,528","27,316","28,053","28,637","27,440","544,986","525,595","531,555","554,898","583,420","13,794","13,045","13,341","11,959","13,769","15,126","14,313","14,718","13,469","15,613",45.0
8285,繊維・化学・製紙卸,三谷産業,"85,732","77,595","80,541","84,427","90,416","2,335","2,534","2,567","1,140",978,"2,948","3,296","3,349","1,966","1,716","37,365","34,054","39,753","43,545","45,904","1,059",552,351,－42,804,"1,390",818,692,351,"1,182",4.5
8289,専門店・ドラッグストア,Ｏｌｙｍｐｉｃグループ,"102,942","100,465","107,753","98,849","91,983",562,673,"4,662","1,928",315,468,543,"4,572","1,814",156,"50,419","57,863","50,844","47,231","45,812",326,"3,206","1,795",269,263,242,"3,135","1,736",202,164,20.0
8291,自動車小売,日産東京販売ホールディングス,"155,801","153,147","140,443","138,378","137,659","4,721","4,350","3,445","4,407","6,399","4,292","4,024","3,101","4,188","6,090","76,274","62,946","68,827","66,681","74,358","2,355",251,"1,476","3,090","4,393","2,194",83,"1,438","3,001","4,170",7.0
8304,銀行,あおぞら銀行,-,-,-,-,-,"47,796","43,330","38,982","46,294","7,356",-,-,-,-,-,"29,112","18,944","26,495","20,413","14,384",,,,,,,,,,,38.0
8306,銀行,三菱ＵＦＪフィナンシャル・グループ,-,-,-,-,-,"1,348,043","1,235,770","1,053,610","1,537,649","1,020,728",-,-,-,-,-,"791,072","590,254","986,006","591,094","1,279,907",,,,,,,,,,,20.5
8308,銀行,りそなホールディングス,-,-,-,-,-,"203,018","214,290","190,960","158,775","227,690",-,-,-,-,-,"112,589","84,488","117,598","115,801","114,481",,,,,,,,,,,11.0
8309,銀行,三井住友トラスト・ホールディングス,-,-,-,-,-,"256,411","257,658","183,155","229,704","285,840",-,-,-,-,-,"151,102","113,435","152,096","145,119","51,574",,,,,,,,,,,110.0
8316,銀行,三井住友フィナンシャルグループ,-,-,-,-,-,"1,135,300","932,064","711,018","1,040,621","1,160,930",-,-,-,-,-,"558,359","346,294","630,028","726,071","709,232",,,,,,,,,,,125.0
8331,銀行,千葉銀行,-,-,-,-,-,"72,467","72,617","71,819","78,827","86,983",-,-,-,-,-,"39,900","38,619","45,486","50,762","49,987",,,,,,,,,,,15.0
8334,銀行,群馬銀行,-,-,-,-,-,"35,785","31,523","20,082","39,111","38,316",-,-,-,-,-,"18,875","16,419","23,635","18,200","19,673",,,,,,,,,,,10.0
8336,銀行,武蔵野銀行,-,-,-,-,-,"11,371","8,745","12,807","13,492","15,634",-,-,-,-,-,"5,257","5,671","7,762","7,184","8,005",,,,,,,,,,,50.0
8337,銀行,千葉興業銀行,-,-,-,-,-,"8,335","6,725","7,224","9,005","9,671",-,-,-,-,-,"4,760","2,873","4,725","6,393","6,003",,,,,,,,,,,5.0
8338,銀行,筑波銀行,-,-,-,-,-,"1,995","2,632","2,467","5,201","1,762",-,-,-,-,-,"1,423","1,365","2,909","2,704","2,114",,,,,,,,,,,5.0
8341,銀行,七十七銀行,-,-,-,-,-,"23,351","26,302","25,115","32,998","35,777",-,-,-,-,-,"15,867","11,073","18,424","19,799","25,383",,,,,,,,,,,52.5
8343,銀行,秋田銀行,-,-,-,-,-,"6,313","5,225","4,341","4,716","4,935",-,-,-,-,-,"2,745","2,229","3,093","3,830","3,177",,,,,,,,,,,35.0
8344,銀行,山形銀行,-,-,-,-,-,"5,962","4,634","4,838","5,489","5,537",-,-,-,-,-,"3,226","1,290","2,988","5,166","2,451",,,,,,,,,,,17.5
8345,銀行,岩手銀行,-,-,-,-,-,"6,329","5,320","6,156","7,768","6,457",-,-,-,-,-,"3,901","3,316","5,299","4,283","4,009",,,,,,,,,,,40.0
8346,銀行,東邦銀行,-,-,-,-,-,"5,790","4,376","－4,087","10,217","6,699",-,-,-,-,-,"3,762","2,195","5,357","3,988","5,083",,,,,,,,,,,3.5
8349,銀行,東北銀行,-,-,-,-,-,"1,285","1,599","1,743","2,118","2,505",-,-,-,-,-,"1,144",756,"1,782","1,454","1,058",,,,,,,,,,,25.0
8354,銀行,ふくおかフィナンシャルグループ,-,-,-,-,-,"74,093","－5,250","60,427","76,086","50,050",-,-,-,-,-,"29,790","38,461","40,488","44,297","44,456",,,,,,,,,,,57.5
8358,銀行,スルガ銀行,-,-,-,-,-,"－74,342","41,763","23,113","10,596","13,266",-,-,-,-,-,"20,099","10,460","21,327","18,270","12,855",,,,,,,,,,,7.0
8359,銀行,八十二銀行,-,-,-,-,-,"34,354","33,447","32,147","38,047","34,893",-,-,-,-,-,"19,085","11,612","22,141","20,428","17,076",,,,,,,,,,,10.0
8360,銀行,山梨中央銀行,-,-,-,-,-,"7,458","6,726","6,229","6,624","7,721",-,-,-,-,-,"3,947","2,626","2,716","4,441","3,320",,,,,,,,,,,25.0
8361,銀行,大垣共立銀行,-,-,-,-,-,"10,639","10,335","12,010","16,671","9,376",-,-,-,-,-,"6,414","7,914","10,000","8,960","5,031",,,,,,,,,,,35.0
8362,銀行,福井銀行,-,-,-,-,-,"4,490","3,413","4,234",－754,788,-,-,-,-,-,"2,962","4,071","1,639","2,941","2,816",,,,,,,,,,,25.0
8364,銀行,清水銀行,-,-,-,-,-,"3,620","－4,230","3,475","3,984","1,596",-,-,-,-,-,"2,526","2,631","3,285","2,057",135,,,,,,,,,,,30.0
8365,銀行,富山銀行,-,-,-,-,-,"1,995","1,073","1,023",376,"1,602",-,-,-,-,-,"1,516",623,899,"1,403",－382,,,,,,,,,,,25.0
8366,銀行,滋賀銀行,-,-,-,-,-,"21,013","13,875","11,070","23,999","20,041",-,-,-,-,-,"7,146","6,934","16,716","16,252","18,074",,,,,,,,,,,10.0
8367,銀行,南都銀行,-,-,-,-,-,"10,723","7,833","15,744","17,981","6,322",-,-,-,-,-,"7,772","7,235","9,079","9,153","8,310",,,,,,,,,,,40.0
8368,銀行,百五銀行,-,-,-,-,-,"15,482","13,502","18,541","19,423","20,794",-,-,-,-,-,"6,669","8,491","9,862","10,711","11,675",,,,,,,,,,,7.0
8370,銀行,紀陽銀行,-,-,-,-,-,"18,158","21,686","20,415","24,281","5,072",-,-,-,-,-,"15,643","10,221","13,715","13,051","9,570",,,,,,,,,,,20.0
8377,銀行,ほくほくフィナンシャルグループ,-,-,-,-,-,"35,318","31,685","32,224","30,281","26,392",-,-,-,-,-,"17,424","18,157","19,087","14,545","14,110",,,,,,,,,,,37.0
8381,銀行,山陰合同銀行,-,-,-,-,-,"19,294","16,256","14,439","20,791","21,722",-,-,-,-,-,"9,354","7,954","11,789","12,846","9,944",,,,,,,,,,,18.0
8383,銀行,鳥取銀行,-,-,-,-,-,"1,625","1,454","1,618",463,"1,711",-,-,-,-,-,"1,169",663,957,958,"1,150",,,,,,,,,,,25.0
8386,銀行,百十四銀行,-,-,-,-,-,"10,430","11,982","5,308","15,187","13,295",-,-,-,-,-,"5,189",－732,"9,791","8,766","7,470",,,,,,,,,,,35.0
8387,銀行,四国銀行,-,-,-,-,-,"9,586","3,097","9,482","10,948","7,903",-,-,-,-,-,"4,361","3,971","5,623","4,351","4,671",,,,,,,,,,,17.5
8388,銀行,阿波銀行,-,-,-,-,-,"18,433","15,729","12,663","16,134","15,428",-,-,-,-,-,"9,336","6,085","7,022","7,793","8,135",,,,,,,,,,,35.0
8392,銀行,大分銀行,-,-,-,-,-,"7,782","9,330","6,767","7,246","7,796",-,-,-,-,-,"3,479","2,502","4,723","4,464","4,411",,,,,,,,,,,45.0
8393,銀行,宮崎銀行,-,-,-,-,-,"13,610","10,828","12,028","11,535","11,847",-,-,-,-,-,"5,332","6,000","4,709","7,285","5,879",,,,,,,,,,,50.0
8395,銀行,佐賀銀行,-,-,-,-,-,"3,419","4,602","4,213","6,975","7,265",-,-,-,-,-,"1,827","2,341","3,417","6,163","4,824",,,,,,,,,,,35.0
8399,銀行,琉球銀行,-,-,-,-,-,"8,661","6,919","3,844","7,930","8,499",-,-,-,-,-,"4,249","2,312","4,782","5,346","5,385",,,,,,,,,,,18.5
8410,銀行,セブン銀行,-,-,-,-,-,"40,714","39,836","35,640","28,255","28,924",-,-,-,-,-,"20,145","18,792","15,079","14,536","16,405",,,,,,,,,,,5.5
8411,銀行,みずほフィナンシャルグループ,-,-,-,-,-,"614,118","637,877","536,306","559,847","789,606",-,-,-,-,-,"396,471","267,610","399,340","439,282","574,093",,,,,,,,,,,47.5
8416,銀行,高知銀行,-,-,-,-,-,"1,903","2,619","1,624","2,314","2,551",-,-,-,-,-,"1,858","1,410","1,528","1,399",980,,,,,,,,,,,10.0
8418,銀行,山口フィナンシャルグループ,-,-,-,-,-,"33,430","36,602","36,965","－7,635","25,698",-,-,-,-,-,"18,438","12,981","16,136","16,659","19,938",,,,,,,,,,,21.0
8424,リース・レンタル,芙蓉総合リース,"618,119","712,330","740,263","657,847","688,655","35,680","41,423","44,555","46,034","51,561","39,100","44,045","47,996","52,723","59,699","344,535","357,379","285,426","356,063","350,393","20,474","20,944","23,511","27,017","27,825","21,980","22,787","27,497","31,137","33,248",195.0
8425,リース・レンタル,みずほリース,"384,893","539,241","497,852","554,809","529,700","22,913","26,275","25,963","17,893","31,756","24,226","26,714","27,542","20,064","40,110","254,901","228,719","259,963","228,829","271,798","12,608","11,248","13,280","17,373","18,862","12,945","14,629","13,776","22,034","25,722",83.0
8439,リース・レンタル,東京センチュリー,"1,067,612","1,166,599","1,200,184","1,277,976","1,324,962","77,721","88,346","77,154","82,675","91,221","86,337","91,126","78,105","90,519","106,194","549,755","592,208","618,757","626,482","685,458","40,421","42,186","49,797","49,355","53,093","46,392","42,841","54,677","55,838","59,217",100.0
8473,証券,ＳＢＩホールディングス,"351,411","368,055","541,145","763,618","998,559",-,-,-,-,-,"83,037","65,819","140,380","412,724","100,753","192,147","228,165","334,283","448,155","574,825",-,-,-,-,-,"48,049","54,512","109,276","53,283","70,241",120.0
8511,証券,日本証券金融,"24,321","29,101","30,924","30,138","42,518","3,981","4,129","4,777","6,235","6,354","5,046","4,894","5,558","7,164","7,601","14,393","15,291","15,056","21,081","24,679","2,368","2,758","3,442","4,526","5,944","2,758","3,039","3,851","5,135","6,489",17.0
8515,消費者・事業者金融,アイフル,"115,328","127,038","127,481","132,097","144,152","3,031","1,679","17,530","11,242","23,724","4,110","1,716","19,305","12,265","24,428","61,277","63,462","64,837","70,402","79,092","4,621","9,378","9,930","12,150","6,594","4,948","10,373","9,856","12,642","7,205",1.0
8518,投資,日本アジア投資,"3,503","3,950","3,709","3,204","3,872",294,716,－163,－237,11,5,441,－399,－412,－126,"1,353","1,257","1,018","1,112","1,269",－216,－179,－413,－488,－239,－364,－300,－529,－579,－312,
8522,銀行,名古屋銀行,-,-,-,-,-,"8,735","6,303","9,876","15,721","11,495",-,-,-,-,-,"3,790","3,018","8,533","6,469","6,291",,,,,,,,,,,60.0
8524,銀行,北洋銀行,-,-,-,-,-,"19,804","12,726","15,767","19,247","17,312",-,-,-,-,-,"7,583","9,946","9,638","11,321","8,642",,,,,,,,,,,5.0
8537,銀行,大光銀行,-,-,-,-,-,"3,942","2,635","2,576","2,612","2,238",-,-,-,-,-,"1,484","1,794","1,969","1,769","2,056",,,,,,,,,,,25.0
8541,銀行,愛媛銀行,-,-,-,-,-,"8,074","8,678","8,683","9,335","8,354",-,-,-,-,-,"4,059","3,532","4,858","5,721","3,814",,,,,,,,,,,15.0
8542,銀行,トマト銀行,-,-,-,-,-,"1,900","1,993","2,264","2,452","2,747",-,-,-,-,-,622,839,"1,732","1,249",991,,,,,,,,,,,25.0
8544,銀行,京葉銀行,-,-,-,-,-,"15,670","8,182","11,987","16,210","15,174",-,-,-,-,-,"6,208","6,275","9,172","9,528","8,713",,,,,,,,,,,11.0
8550,銀行,栃木銀行,-,-,-,-,-,"3,548","4,432","4,525","5,576","5,062",-,-,-,-,-,"2,290","1,812","3,611","2,719","3,457",,,,,,,,,,,3.0
8551,銀行,北日本銀行,-,-,-,-,-,"2,539","2,388","2,811","2,779","3,500",-,-,-,-,-,"1,577","1,323","1,866","2,381","1,456",,,,,,,,,,,30.0
8558,銀行,東和銀行,-,-,-,-,-,"5,921","5,935","4,093","3,712","3,987",-,-,-,-,-,"2,549","2,794","3,539","2,554","2,001",,,,,,,,,,,25.0
8562,銀行,福島銀行,-,-,-,-,-,519,494,"－1,725",794,"1,145",-,-,-,-,-,313,"－2,252",431,510,566,,,,,,,,,,,5.0
8563,銀行,大東銀行,-,-,-,-,-,867,"1,466","1,635","2,194","2,017",-,-,-,-,-,628,850,"1,328","1,540","1,241",,,,,,,,,,,30.0
8566,リース・レンタル,リコーリース,"313,957","332,256","326,266","303,853","298,889","17,276","17,018","17,471","19,280","21,242","17,383","17,087","17,510","19,522","21,587","165,775","173,559","153,723","149,066","155,341","9,068","8,944","11,578","12,159","11,454","9,057","8,765","11,629","12,388","11,632",75.0
8570,消費者・事業者金融,イオンフィナンシャルサービス,"438,441","457,280","487,309","470,657","451,767","70,021","65,070","40,651","58,852","58,859","70,171","65,797","40,238","59,944","61,547","235,958","230,674","237,966","221,579","237,555","24,931","7,766","33,240","31,857","20,290","25,430","7,810","34,169","34,390","21,314",25.0
8572,消費者・事業者金融,アコム,"277,069","279,510","266,316","262,155","273,793","57,607","75,636","98,896","34,779","87,287","58,205","75,104","100,014","35,441","87,485","139,290","134,945","131,423","135,068","144,299","50,812","54,499","48,370","48,798","44,218","50,144","55,410","48,868","48,846","44,382",6.0
8584,消費者・事業者金融,ジャックス,"145,836","158,610","160,650","164,070","173,506","14,370","16,506","16,326","26,743","31,678","14,448","16,700","16,506","26,786","31,769","77,683","79,988","81,780","85,297","92,208","8,777","5,332","13,937","16,385","18,419","8,834","5,415","14,039","16,422","18,341",100.0
8585,消費者・事業者金融,オリエントコーポレーション,"233,369","243,135","229,793","229,806","227,693","21,964","24,439","22,553","28,994","23,070","21,964","24,439","22,553","28,994","23,070","122,658","115,778","114,612","116,395","112,190","15,998","11,722","13,608","15,180","5,905","15,998","11,722","13,608","15,180","5,905",40.0
8591,リース・レンタル,オリックス,"2,434,864","2,280,329","2,292,708","2,520,365","2,666,373","329,438","269,681","258,814","302,083","313,988","395,730","412,561","287,561","504,876","367,168","1,135,445","1,084,738","1,241,534","1,364,816","1,359,735","161,702","119,839","208,917","150,911","164,035","228,629","134,174","220,789","166,124","184,467",42.8
8593,リース・レンタル,三菱ＨＣキャピタル,"864,224","923,768","947,658","1,765,559","1,896,231","80,371","91,853","62,316","114,092","138,727","87,605","94,376","64,968","117,239","146,076","468,720","454,604","833,358","944,732","942,519","54,401","32,199","58,151","74,139","64,414","55,343","33,632","59,089","75,771","66,915",18.0
8595,投資,ジャフコグループ,"25,878","29,855","21,512","27,677","14,073","12,239","14,970","8,964","16,876","－4,414","13,410","17,045","11,707","18,360","－3,048","5,984","9,546","18,439","5,421","8,633","2,081","2,990","13,312",－684,"1,936","3,412","4,730","14,103",350,"2,371",150.0
8596,リース・レンタル,九州リースサービス,"24,458","25,189","28,259","29,555","36,807","3,421","3,427","3,592","3,250","5,477","3,530","3,539","3,735","3,299","5,422","11,410","13,988","11,967","17,340","16,368","1,708","1,954","1,754","2,409","2,661","1,749","2,025","1,771","2,421","2,640",12.5
8600,銀行,トモニホールディングス,-,-,-,-,-,"16,213","11,378","14,493","19,132","20,679",-,-,-,-,-,"7,590","6,704","9,164","9,536","10,836",,,,,,,,,,,5.0
8601,証券,大和証券グループ本社,"67,326","54,288","92,859","115,534","66,273","83,159","70,283","115,175","135,821","86,930","18,900","36,331","62,525","20,838","68,561","27,784","45,120","71,919","32,941","76,932",,,,,,,,,,,12.0
8604,証券,野村ホールディングス,-,-,-,-,-,"－37,701","248,261","230,671","226,623","149,474",-,-,-,-,-,"203,292","265,438","97,000","43,217","103,045",,,,,,,,,,,12.0
8609,証券,岡三証券グループ,"1,840","2,072","5,106","5,148","－1,034","2,901","5,488","7,426","6,898",421,－211,"1,660","2,818",－925,"7,338",641,"2,390","3,862",－216,"8,521",,,,,,,,,,,10.0
8613,証券,丸三証券,68,"1,015","3,661","3,219",379,570,"1,518","4,085","3,647",852,131,"1,107","1,703",39,"1,605",488,"1,369","1,983",356,"1,902",,,,,,,,,,,15.0
8614,証券,東洋証券,"－1,901","－1,747",643,114,"－2,167","－1,152","－1,148","1,130",579,"－1,660","－1,041",0,397,"－1,236",370,－710,277,689,"－1,024",551,,,,,,,,,,,2.0
